task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",20,1.612121,652,[3.4285619258880615],[11.002140998840332],18527,"[-0.38778191804885864, 7.032975196838379, 5.257521152496338]","[4.114352703094482, 2.4745047092437744, 4.793682098388672]",-11.809376,-8.734796,intuitive,False,-11.809376,-26.204386,correct,True,-11.809376,-15.625719,correct,True,2.3930984,2031,[2.0894346237182617],[-0.8278653621673584],27284,"[-1.6211634874343872, 1.0237184762954712, 6.47573709487915]","[-1.2601284980773926, 1.0748670101165771, 4.155777454376221]",-11.951615,-10.841087,intuitive,False,-11.951615,-32.523262,correct,True,-11.951615,-15.662213,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",21,1.0624113,42,[7.096017360687256],[2.613563299179077],5794,"[1.2105712890625, 6.960272312164307, 6.154748439788818]","[-0.9569600820541382, 0.5602890849113464, 1.626473307609558]",-8.480237,-8.259102,intuitive,False,-8.480237,-24.777306,correct,True,-8.480237,-14.365684,correct,True,2.342212,3763,[1.6024669408798218],[-1.4286203384399414],28162,"[-1.7976330518722534, 1.2558552026748657, 7.197527885437012]","[0.5943308472633362, 0.3388763964176178, 2.0763907432556152]",-12.953893,-11.159345,intuitive,False,-12.953893,-33.478035,correct,True,-12.953893,-16.353992,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",22,2.738141,54,[7.093605995178223],[5.053350448608398],7976,"[0.7553790807723999, 6.456662178039551, 6.137209892272949]","[4.575423717498779, 1.3124310970306396, 4.835808753967285]",-7.5359974,-8.866385,correct,True,-7.5359974,-26.599157,correct,True,-7.5359974,-13.874225,correct,True,1.7577032,5409,[0.9778745770454407],[0.4166184663772583],24299,"[-1.3938223123550415, 1.224205493927002, 7.200092315673828]","[-2.0979998111724854, 2.3672053813934326, 4.9391608238220215]",-13.621041,-11.318237,intuitive,False,-13.621041,-33.954712,correct,True,-13.621041,-15.992739,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",23,3.2415347,35,[7.89425802230835],[6.0047125816345215],2576,"[2.0295491218566895, 6.237143039703369, 6.97450590133667]","[2.1816117763519287, 4.866262912750244, 3.671556234359741]",-6.6429825,-8.104862,correct,True,-6.6429825,-24.314587,correct,True,-6.6429825,-12.507691,correct,True,1.6417124,6371,[0.9909934401512146],[-1.0242793560028076],27555,"[-1.7598907947540283, 1.7991068363189697, 7.975146770477295]","[-0.26290449500083923, 1.5658512115478516, 3.4664363861083984]",-13.782956,-11.201523,intuitive,False,-13.782956,-33.60457,correct,True,-13.782956,-16.53384,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",24,2.8189769,22,[8.868471145629883],[12.471193313598633],1298,"[2.478363037109375, 7.143840312957764, 7.582307815551758]","[3.062680244445801, 7.77740478515625, 3.975247621536255]",-5.7023954,-8.505164,correct,True,-5.7023954,-25.515493,correct,True,-5.7023954,-12.092504,correct,True,1.5138847,7774,[0.6726972460746765],[-0.6057992577552795],26652,"[-1.6749801635742188, 2.031919240951538, 8.454282760620117]","[0.09999500215053558, 1.6058638095855713, 6.586386680603027]",-14.427818,-11.16808,intuitive,False,-14.427818,-33.504242,correct,True,-14.427818,-16.775496,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",25,1.3734882,4,[11.484722137451172],[9.77501392364502],667,"[3.09909987449646, 9.246404647827148, 8.10634708404541]","[1.9723087549209595, 3.721503734588623, 4.867042541503906]",-4.2506986,-8.47708,correct,True,-4.2506986,-25.431242,correct,True,-4.2506986,-12.63632,correct,True,1.1159842,8526,[0.5110556483268738],[0.33772575855255127],25642,"[-1.5560747385025024, 2.236966609954834, 9.568638801574707]","[-1.109163761138916, 2.736083507537842, 3.8696041107177734]",-15.151755,-10.714559,intuitive,False,-15.151755,-32.143677,correct,True,-15.151755,-17.218885,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",26,1.513155,3,[13.026630401611328],[2.750103712081909],509,"[3.3599212169647217, 9.596880912780762, 8.8446626663208]","[0.8374125361442566, 2.4844985008239746, 5.466118812561035]",-2.7377768,-7.5214105,correct,True,-2.7377768,-22.564232,correct,True,-2.7377768,-12.404486,correct,True,0.31640756,7761,[0.5465353727340698],[0.3765695095062256],26206,"[-1.682192087173462, 2.7001919746398926, 9.890262603759766]","[1.5756169557571411, 3.0056326389312744, 6.209737777709961]",-15.856874,-10.329356,intuitive,False,-15.856874,-30.98807,correct,True,-15.856874,-18.085602,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",27,1.6916794,3,[13.104514122009277],[1.522118330001831],483,"[3.4070584774017334, 9.75556755065918, 9.63306999206543]","[5.218615531921387, 6.43356990814209, 5.2314839363098145]",-2.3272462,-7.015822,correct,True,-2.3272462,-21.047466,correct,True,-2.3272462,-12.024701,correct,True,0.3162811,7419,[0.583652675151825],[0.3768382966518402],23912,"[-1.3588626384735107, 3.1498279571533203, 10.719154357910156]","[-0.054776765406131744, 5.198707580566406, 3.8263914585113525]",-16.153687,-9.918379,intuitive,False,-16.153687,-29.755136,correct,True,-16.153687,-18.0962,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",28,1.0778208,3,[12.616775512695312],[0.05724314600229263],191,"[4.481493949890137, 10.811083793640137, 10.299229621887207]","[-0.0007021355559118092, 6.9122419357299805, 1.417847990989685]",-3.189726,-5.8466053,correct,True,-3.189726,-17.539816,correct,True,-3.189726,-11.325007,correct,True,0.33577493,6603,[0.6164076924324036],[1.5194531679153442],22937,"[-1.2954024076461792, 3.956350088119507, 10.892072677612305]","[-0.8675450682640076, 3.5350825786590576, 3.045492649078369]",-15.878278,-9.432725,intuitive,False,-15.878278,-28.298174,correct,True,-15.878278,-17.790087,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",29,0.7006588,4,[12.10356330871582],[3.376415252685547],225,"[4.294347286224365, 11.960882186889648, 10.22687816619873]","[8.007436752319336, 4.379149436950684, 6.912003517150879]",-4.0699167,-6.2375913,correct,True,-4.0699167,-18.712774,correct,True,-4.0699167,-11.879132,correct,True,0.3315928,5533,[0.8261174559593201],[-1.4818800687789917],23931,"[-1.37709379196167, 4.385371685028076, 11.138092041015625]","[1.0537821054458618, -0.36766165494918823, 5.609410762786865]",-15.56628,-9.501962,intuitive,False,-15.56628,-28.505886,correct,True,-15.56628,-17.769491,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",30,0.67290854,2,[12.336006164550781],[2.5442123413085938],77,"[5.926657676696777, 12.54728889465332, 11.383990287780762]","[0.9293750524520874, 6.659690856933594, 6.2248759269714355]",-3.5997639,-4.4735994,correct,True,-3.5997639,-13.420798,correct,True,-3.5997639,-10.009112,correct,True,0.51672274,6089,[0.5851449370384216],[0.973935604095459],20992,"[-1.1763545274734497, 4.161835670471191, 11.892548561096191]","[2.075063467025757, 3.5123226642608643, 2.045825481414795]",-15.108759,-8.961694,intuitive,False,-15.108759,-26.885082,correct,True,-15.108759,-16.870258,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",31,0.84539366,2,[12.481598854064941],[8.888494491577148],67,"[5.939246654510498, 13.527139663696289, 12.388818740844727]","[1.5739656686782837, 1.3337385654449463, 14.948039054870605]",-3.0545914,-3.5743132,correct,True,-3.0545914,-10.7229395,correct,True,-3.0545914,-9.596943,correct,True,0.53271955,5046,[0.7109037041664124],[0.39308351278305054],17472,"[-0.8454685807228088, 4.580440521240234, 11.921643257141113]","[-1.5315220355987549, -0.8029932379722595, 11.953713417053223]",-14.873252,-8.590722,intuitive,False,-14.873252,-25.772167,correct,True,-14.873252,-16.429625,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",32,1.0307798,2,[13.775237083435059],[-1.5204477310180664],56,"[6.023532390594482, 13.30124568939209, 15.268441200256348]","[2.461629629135132, 6.157526969909668, 5.599963665008545]",-1.8060356,-3.3213565,correct,True,-1.8060356,-9.964069,correct,True,-1.8060356,-9.55774,correct,True,0.50871783,4456,[0.746721088886261],[-0.40318524837493896],18215,"[-1.0348303318023682, 4.272220611572266, 13.869933128356934]","[2.2356371879577637, 2.4985299110412598, 5.254878520965576]",-14.988574,-8.551324,intuitive,False,-14.988574,-25.653973,correct,True,-14.988574,-16.770126,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",33,0.89409584,2,[13.080567359924316],[-1.2816433906555176],38,"[6.304266452789307, 14.23576831817627, 15.761194229125977]","[3.7248284816741943, 4.1393208503723145, 4.599274158477783]",-2.322805,-3.0716507,correct,True,-2.322805,-9.214952,correct,True,-2.322805,-9.099106,correct,True,0.8971205,3861,[0.6486920118331909],[-1.1643521785736084],11461,"[-0.6059452295303345, 4.5570573806762695, 14.1271333694458]","[3.285280466079712, 3.6248111724853516, 4.2540283203125]",-14.341086,-7.9915504,intuitive,False,-14.341086,-23.974651,correct,True,-14.341086,-15.595724,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",34,1.0355238,3,[12.226144790649414],[-1.157804012298584],30,"[6.801905632019043, 14.717426300048828, 16.169143676757812]","[8.845987319946289, 7.093451976776123, 13.015890121459961]",-2.8854134,-2.7848854,intuitive,False,-2.8854134,-8.354656,correct,True,-2.8854134,-8.309652,correct,True,0.85992396,4134,[0.47098803520202637],[-0.18694645166397095],7020,"[-0.136457160115242, 5.082900047302246, 14.461426734924316]","[0.6367592215538025, 3.0717904567718506, 8.632596969604492]",-14.571871,-7.5242734,intuitive,False,-14.571871,-22.57282,correct,True,-14.571871,-15.1793165,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",35,2.063538,3,[11.735194206237793],[5.560585021972656],14,"[8.274235725402832, 15.78510856628418, 18.18126678466797]","[18.33683204650879, 10.221413612365723, 9.667973518371582]",-2.5095499,-1.9952598,intuitive,False,-2.5095499,-5.9857793,correct,True,-2.5095499,-5.970508,correct,True,0.79906625,4249,[0.43559595942497253],[0.026620294898748398],6298,"[-0.04671565815806389, 5.463876724243164, 15.534867286682129]","[4.6596198081970215, 2.037177085876465, 3.865725040435791]",-14.745553,-7.4577503,intuitive,False,-14.745553,-22.373251,correct,True,-14.745553,-15.227864,correct,True,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",36,2.1466246,3,[12.118682861328125],[-3.031402587890625],4,"[11.84128189086914, 17.719139099121094, 19.48370361328125]","[8.117101669311523, 1.8905287981033325, 3.1171271800994873]",-2.4609547,-0.91434956,intuitive,False,-2.4609547,-2.7430487,correct,True,-2.4609547,-2.7383556,correct,True,1.3316365,3947,[0.4237750768661499],[-0.21553876996040344],3210,"[0.6721120476722717, 5.653079986572266, 15.7327299118042]","[6.019271373748779, 2.1802103519439697, 1.0058408975601196]",-14.062422,-6.8201623,intuitive,False,-14.062422,-20.460487,correct,True,-14.062422,-13.814084,intuitive,False,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",37,2.0707242,7,[10.679463386535645],[10.543089866638184],3,"[12.730147361755371, 17.459489822387695, 19.384920120239258]","[7.2039899826049805, 4.525805950164795, 6.627056121826172]",-4.4354305,-0.79585963,intuitive,False,-4.4354305,-2.387579,intuitive,False,-4.4354305,-2.3847463,intuitive,False,1.3600236,3910,[0.3683706521987915],[1.4517405033111572],1445,"[1.683700680732727, 5.912779331207275, 15.386404991149902]","[6.225138187408447, 7.414859294891357, 3.981121063232422]",-14.341468,-6.243889,intuitive,False,-14.341468,-18.731667,correct,True,-14.341468,-13.026138,intuitive,False,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",38,2.928935,5,[12.62141227722168],[10.429604530334473],3,"[13.520035743713379, 17.981752395629883, 20.50295066833496]","[6.582967281341553, 9.732872009277344, 12.830163955688477]",-3.028895,-0.710717,intuitive,False,-3.028895,-2.1321511,intuitive,False,-3.028895,-2.1302714,intuitive,False,1.5305156,3884,[0.7010256052017212],[4.728733539581299],805,"[3.103398561477661, 7.428394794464111, 15.645485877990723]","[4.961139678955078, 4.472567081451416, 3.9845759868621826]",-14.408156,-5.2881207,intuitive,False,-14.408156,-15.864363,correct,True,-14.408156,-12.005784,intuitive,False,The capital
capitals-recognition,27,state,Nebraska,Lincoln,Omaha,,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,intuitive_first,False,"The capital of Nebraska is either Omaha or Lincoln. In fact,","The capital of Nebraska is either Omaha or Lincoln. In fact, the capital of Nebraska is",39,3.28553,1,[15.214753150939941],,2,"[14.21745777130127, 21.00469970703125, 22.55914878845215]",,-1.1969723,-0.7320295,intuitive,False,-1.1969723,-2.1960886,correct,True,-1.1969723,-2.1942677,correct,True,2.6219797,2836,[2.998751401901245],,517,"[5.275766372680664, 9.075565338134766, 15.6384859085083]",,-12.55919,-4.7628837,intuitive,False,-12.55919,-14.288651,correct,True,-12.55919,-10.282175,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",0,4.166067,2179,"[1.13100004196167, 3.6989476680755615, 1.3638203144073486]","[-0.48636627197265625, 2.9556539058685303, 0.9058840274810791]",2376,"[1.0808767080307007, 6.822183609008789, 5.1041951179504395]","[-1.5940933227539062, 4.079612731933594, 2.334906816482544]",-9.168462,-7.026324,intuitive,False,-27.505386,-21.078972,intuitive,False,-10.426507,-10.47663,correct,True,8.823871,20423,"[-0.17062321305274963, 4.376947402954102, 1.4684127569198608]","[1.3360388278961182, 3.4537246227264404, 0.9975618124008179]",10708,"[0.9316094517707825, 7.422440528869629, 4.954312324523926]","[0.020775452256202698, 3.0104432106018066, 2.883002758026123]",-9.604577,-7.304806,intuitive,False,-28.813732,-21.91442,intuitive,False,-12.065866,-10.963634,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",1,7.5060863,4213,"[0.564562976360321, 3.814000368118286, 1.3892185688018799]","[-2.1662850379943848, -0.0623137541115284, 1.4702414274215698]",8094,"[0.02896265499293804, 6.5152268409729, 4.569076061248779]","[-1.2300541400909424, -0.1024915799498558, 3.5150768756866455]",-9.198689,-7.3602147,intuitive,False,-27.596067,-22.080645,intuitive,False,-10.182306,-10.717905,correct,True,8.450949,9523,"[0.6693079471588135, 4.880364418029785, 1.5665510892868042]","[0.5919384956359863, -0.36980167031288147, 1.358627200126648]",10027,"[0.6038248538970947, 6.644489288330078, 4.985934257507324]","[1.9189050197601318, 0.5422146916389465, 4.375040531158447]",-9.172288,-7.4784255,intuitive,False,-27.516865,-22.435276,intuitive,False,-10.873295,-10.938778,correct,True,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",2,9.185871,17445,"[-0.7993243336677551, 2.9144554138183594, 1.8763039112091064]","[1.153187870979309, 3.1447436809539795, 2.646023988723755]",15635,"[-0.6443589329719543, 4.874020099639893, 5.195280075073242]","[-1.1116684675216675, 0.29918739199638367, 1.8002119064331055]",-9.44617,-7.7864127,intuitive,False,-28.338509,-23.359238,intuitive,False,-11.291618,-11.136653,intuitive,False,8.443717,13601,"[0.7608030438423157, 3.3795106410980225, 1.918443202972412]","[0.730480432510376, -2.0306060314178467, 5.8182373046875]",8485,"[1.3742798566818237, 4.626056671142578, 5.962317943572998]","[2.7816529273986816, 0.4920807480812073, 1.8329905271530151]",-9.856061,-7.8709702,intuitive,False,-29.568184,-23.612911,intuitive,False,-11.353459,-10.739983,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",3,9.306063,8317,"[0.06489790976047516, 3.8412117958068848, 3.058777332305908]","[0.24242271482944489, 0.5632922649383545, 3.462670087814331]",20278,"[-1.0659719705581665, 3.708063840866089, 4.500805854797363]","[1.6743847131729126, 0.30631059408187866, -0.22872638702392578]",-8.255519,-8.242282,intuitive,False,-24.766556,-24.726845,intuitive,False,-10.451676,-11.582546,correct,True,8.994111,12908,"[0.9218114018440247, 1.147068738937378, 4.806390285491943]","[0.09994649142026901, 0.2610960602760315, 1.714516282081604]",3160,"[2.4171955585479736, 3.643495798110962, 5.223921775817871]","[1.7091643810272217, 1.968998670578003, -0.06466828286647797]",-9.633976,-7.931995,intuitive,False,-28.901928,-23.795984,intuitive,False,-11.168693,-9.673309,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",4,8.590511,7963,"[0.17897123098373413, 3.3375887870788574, 4.325773239135742]","[0.8559843301773071, 0.7663770318031311, -1.576401710510254]",9073,"[0.0445973165333271, 3.164175510406494, 3.595986843109131]","[0.07191827148199081, 0.5071865320205688, -0.7418966889381409]",-8.105073,-8.485369,correct,True,-24.31522,-25.456106,correct,True,-10.538391,-10.672765,correct,True,8.756826,13138,"[0.7788856625556946, 1.109886646270752, 4.930809020996094]","[2.08974027633667, -0.1409512609243393, 1.7403489351272583]",1810,"[2.6917412281036377, 4.0296549797058105, 4.102279186248779]","[1.6549240350723267, 1.481017827987671, 0.21034695208072662]",-9.49318,-8.074384,intuitive,False,-28.479542,-24.223152,intuitive,False,-11.195143,-9.282288,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",5,8.1641655,9059,"[0.6107715368270874, 3.256674289703369, 3.2350900173187256]","[0.1111120879650116, 0.7011611461639404, 3.0346813201904297]",14111,"[0.07386771589517593, 2.8884665966033936, 2.675642967224121]","[2.954601526260376, 0.4567093849182129, 1.142009973526001]",-8.429185,-9.215023,correct,True,-25.287556,-27.64507,correct,True,-10.76902,-11.305923,correct,True,8.708358,6782,"[1.556287169456482, 0.7793684601783752, 5.0888352394104]","[2.048506498336792, 1.5364161729812622, 2.5314254760742188]",1290,"[2.97937273979187, 4.002531051635742, 3.4647252559661865]","[3.149263858795166, 3.615846633911133, 1.0652954578399658]",-9.384089,-8.519605,intuitive,False,-28.152267,-25.558813,intuitive,False,-10.455918,-9.032833,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",6,7.140312,12382,"[0.5750478506088257, 2.981929302215576, 4.257562637329102]","[1.8761332035064697, -2.0817556381225586, 4.043703079223633]",4922,"[1.5429680347442627, 2.568669557571411, 2.796111822128296]","[-0.2949260175228119, -1.9595439434051514, 0.2780017852783203]",-8.504287,-8.983928,correct,True,-25.51286,-26.951782,correct,True,-11.323489,-10.355569,intuitive,False,8.24922,4961,"[2.1467878818511963, 1.3956029415130615, 5.706833362579346]","[-0.08068794757127762, 4.71979284286499, 4.344850063323975]",671,"[3.7670516967773438, 5.177544116973877, 3.3709053993225098]","[-1.0184407234191895, -0.5798582434654236, 0.5353752374649048]",-8.910515,-7.856796,intuitive,False,-26.731544,-23.570387,intuitive,False,-10.251757,-8.631493,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",7,8.971744,4280,"[1.5099351406097412, 1.4428726434707642, 5.545079231262207]","[1.8368808031082153, -0.49951067566871643, 3.576995849609375]",6444,"[1.123661994934082, 1.1467732191085815, 2.5381264686584473]","[2.072157621383667, -0.96122145652771, 0.12107476592063904]",-8.08689,-9.535018,correct,True,-24.260672,-28.605053,correct,True,-9.938628,-10.324902,correct,True,8.592886,6717,"[1.8342903852462769, 3.4305970668792725, 7.041871547698975]","[-0.27535977959632874, 2.789890766143799, 2.8536791801452637]",2172,"[2.8610997200012207, 4.179328441619873, 3.224008321762085]","[0.47447502613067627, -0.25989487767219543, 0.675609290599823]",-8.06928,-8.729834,correct,True,-24.20784,-26.1895,correct,True,-10.48094,-9.454131,intuitive,False,The capital
capitals-recognition,28,state,Nevada,Carson City,Las Vegas,,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,correct_first,True,"The capital of Nevada is either Carson City or Las Vegas. In fact,","The capital of Nevada is either Carson City or Las Vegas. In fact, the capital of Nevada is",8,8.894697,1656,"[2.263759136199951, 1.0283715724945068, 6.273379802703857]","[0.19912227988243103, 0.32246026396751404, 1.0731168985366821]",2066,"[2.089127779006958, 0.5361146330833435, 2.275735378265381]","[0.16181884706020355, 2.1636741161346436, 2.889864683151245]",-7.7679505,-9.385795,correct,True,-23.303852,-28.157385,correct,True,-9.194449,-9.369081,correct,True,8.913144,6056,"[1.513587474822998, 4.268765926361084, 7.474360466003418]","[2.436641216278076, -0.4886265695095062, 1.9358887672424316]",1424,"[2.6965904235839844, 3.5673069953918457, 3.1367321014404297]","[0.657308042049408, 0.3415447473526001, 2.2468996047973633]",-7.6213336,-8.747195,correct,True,-22.864,-26.241585,correct,True,-10.281507,-9.098504,intuitive,False,The capital
