task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,2,9.342706,17266,"[-0.24115635454654694, 3.295746326446533, 2.8124823570251465, 1.535024642944336]","[0.0890326127409935, 0.6379251480102539, 3.0072290897369385, -0.7831755876541138]",16911,"[-0.20845085382461548, 5.253513336181641]","[1.503991723060608, 6.24539041519165]",-9.747999,-8.667391,intuitive,False,-38.991997,-17.334782,intuitive,False,-11.337719,-11.305014,intuitive,False,8.936041,25793,"[-0.8907884955406189, 1.5049848556518555, 2.8799095153808594, 1.6851807832717896]","[0.6014392375946045, 0.33128541707992554, 3.007906436920166, -0.6081119179725647]",17921,"[0.08495824038982391, 5.257640838623047]","[-0.7595020532608032, 1.3794686794281006]",-10.625759,-9.074545,intuitive,False,-42.503036,-18.14909,intuitive,False,-12.719654,-11.743908,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,3,9.361074,14103,"[-0.1213877946138382, 3.122575044631958, 3.6361711025238037, 0.8029826879501343]","[0.19739671051502228, -0.8219181895256042, 2.411646842956543, -0.37231767177581787]",6469,"[0.7743071913719177, 7.327966690063477]","[0.996065080165863, 4.374189853668213]",-9.637174,-7.0290456,intuitive,False,-38.548695,-14.058091,intuitive,False,-11.108601,-10.212906,intuitive,False,9.059295,20573,"[-0.4743575155735016, 1.312200903892517, 3.795893907546997, 1.0448188781738281]","[0.31461289525032043, -0.236033096909523, 0.6928751468658447, -0.15766656398773193]",18478,"[-0.2498510777950287, 4.86513614654541]","[2.638366937637329, 3.4188520908355713]",-10.211317,-9.040732,intuitive,False,-40.84527,-18.081465,intuitive,False,-11.967841,-11.743335,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,4,9.377035,13533,"[-0.013587160967290401, 2.1150753498077393, 4.005556106567383, 0.4642173647880554]","[-1.5114679336547852, 0.12989281117916107, -1.6669358015060425, -0.3534098267555237]",4650,"[1.1268579959869385, 7.752861022949219]","[0.048663072288036346, 3.607773780822754]",-9.876485,-6.657387,intuitive,False,-39.50594,-13.314774,intuitive,False,-11.047331,-9.906885,intuitive,False,9.02186,19390,"[-0.27877187728881836, 0.9379990100860596, 3.5278196334838867, 0.7842668294906616]","[-0.8961358070373535, 1.9153109788894653, -1.906188726425171, -0.4414025545120239]",9443,"[0.8163696527481079, 5.74582576751709]","[-0.14967289566993713, 2.1903884410858154]",-10.445599,-8.091095,intuitive,False,-41.782394,-16.18219,intuitive,False,-11.811011,-10.715871,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,5,9.371406,20042,"[-0.6669626235961914, 1.9502307176589966, 2.8928134441375732, 0.2690342664718628]","[-0.40450534224510193, -1.2222145795822144, -0.2513599097728729, -1.3564273118972778]",5616,"[1.023966670036316, 8.13549518585205]","[-0.28792062401771545, 5.270125389099121]",-10.332941,-6.5711823,intuitive,False,-41.331764,-13.1423645,intuitive,False,-11.760588,-10.069659,intuitive,False,8.938617,22833,"[-0.5522937774658203, 1.6334643363952637, 2.2960174083709717, 0.5159998536109924]","[0.3694041967391968, -0.8498781323432922, -0.5895950794219971, -2.430556297302246]",12129,"[0.6317644715309143, 6.000858783721924]","[0.01733836531639099, 4.97742223739624]",-10.667561,-8.114456,intuitive,False,-42.670242,-16.228912,intuitive,False,-12.235871,-11.051813,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,6,9.278976,22331,"[-0.7567074298858643, 1.1523261070251465, 2.4495670795440674, -0.3065152168273926]","[-1.355332851409912, -1.6407604217529297, 0.39768722653388977, 0.1126365214586258]",9376,"[0.6851015686988831, 9.012537956237793]","[-0.12780070304870605, 4.46323299407959]",-10.781494,-6.4490194,intuitive,False,-43.125977,-12.898039,intuitive,False,-12.090869,-10.649059,intuitive,False,8.749569,21378,"[-0.3410181999206543, 0.9156386256217957, 1.8062653541564941, -0.5604850649833679]","[-0.024256110191345215, -1.3871510028839111, -0.26094651222229004, -0.019388772547245026]",13130,"[0.5462597012519836, 7.413021087646484]","[-2.6009175777435303, 3.1979615688323975]",-11.109871,-7.5221004,intuitive,False,-44.439484,-15.044201,intuitive,False,-12.123801,-11.236523,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,7,9.2561655,27370,"[-1.2756593227386475, 0.2541011571884155, 2.366717576980591, -0.23394693434238434]","[-0.5466022491455078, -1.4214524030685425, 0.7844529747962952, -0.03035544604063034]",12867,"[0.5181334018707275, 9.755231857299805]","[0.7191026210784912, 1.8023262023925781]",-11.216192,-6.335016,intuitive,False,-44.86477,-12.670032,intuitive,False,-12.872493,-11.078699,intuitive,False,8.726567,20242,"[-0.301677405834198, 0.2888423800468445, 1.5367392301559448, -0.5093873143196106]","[-0.5428576469421387, 1.4708856344223022, 1.0783631801605225, -0.6182293891906738]",21003,"[-0.3901420831680298, 7.858853816986084]","[0.7482405304908752, 3.12865948677063]",-11.336554,-7.792083,intuitive,False,-45.346214,-15.584166,intuitive,False,-11.986265,-12.07473,correct,True,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,8,9.107229,27970,"[-1.3008571863174438, -0.5808591246604919, 2.431338310241699, -0.22901283204555511]","[-0.6209055185317993, 1.6558507680892944, -0.5715261697769165, 1.5451515913009644]",11737,"[0.8030128479003906, 9.243550300598145]","[-1.1731791496276855, -0.9107455611228943]",-11.509054,-6.722175,intuitive,False,-46.036217,-13.44435,intuitive,False,-13.111216,-11.007344,intuitive,False,8.397279,21164,"[-0.4517212510108948, 0.9394813776016235, 1.832838535308838, -0.7032082676887512]","[-0.2854575216770172, 1.9104539155960083, 0.2285872846841812, 0.5232665538787842]",17919,"[-0.10520244389772415, 8.029156684875488]","[-1.382580280303955, -0.596304178237915]",-11.24609,-7.641998,intuitive,False,-44.98436,-15.283996,intuitive,False,-12.131658,-11.785139,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,9,9.187223,27809,"[-1.448142170906067, 0.16207803785800934, 2.117542028427124, 0.29377231001853943]","[0.8337458968162537, -2.589085817337036, 0.8799999356269836, 0.8624226450920105]",14714,"[0.2542993724346161, 8.566463470458984]","[2.8038768768310547, 1.47136390209198]",-11.3102,-7.2007923,intuitive,False,-45.2408,-14.401585,intuitive,False,-13.023956,-11.321514,intuitive,False,8.753519,21341,"[-0.49803397059440613, 1.582409143447876, 1.830535888671875, -0.4865986704826355]","[-0.36939293146133423, -1.3697583675384521, 1.2853964567184448, 1.7526075839996338]",21608,"[-0.5293287634849548, 7.473106861114502]","[2.1668312549591064, 3.734938144683838]",-11.002155,-8.126087,intuitive,False,-44.00862,-16.252174,intuitive,False,-12.097074,-12.128368,correct,True,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,10,9.218646,25007,"[-1.0055166482925415, -0.8491603136062622, 2.27304744720459, 0.5691820383071899]","[0.51935875415802, -1.7863835096359253, 2.3720433712005615, -1.0473910570144653]",5611,"[1.3738316297531128, 8.729615211486816]","[0.46475571393966675, -0.28444960713386536]",-11.330471,-6.471464,intuitive,False,-45.321884,-12.942928,intuitive,False,-12.521969,-10.14262,intuitive,False,8.84192,20836,"[-0.5671307444572449, 1.0093142986297607, 2.1194305419921875, 0.15070752799510956]","[-0.39950063824653625, -4.209552764892578, 0.4139987528324127, -0.08118437230587006]",13663,"[0.17567294836044312, 8.3505277633667]","[0.7266481518745422, 1.178248405456543]",-10.883421,-7.280849,intuitive,False,-43.533684,-14.561698,intuitive,False,-12.003029,-11.260224,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,11,9.19606,22798,"[-0.7276174426078796, -1.4480608701705933, 2.8885252475738525, 0.12783129513263702]","[-1.1339757442474365, 0.8604166507720947, 3.043050765991211, -0.5073772668838501]",5069,"[1.4267759323120117, 8.239206314086914]","[2.5599427223205566, 3.724135398864746]",-11.360114,-6.660288,intuitive,False,-45.440456,-13.320576,intuitive,False,-12.215283,-10.06089,intuitive,False,9.03505,22043,"[-0.6234326958656311, -0.47676950693130493, 2.1046524047851562, 0.10839412361383438]","[0.45745816826820374, -1.6712806224822998, 1.6071566343307495, 0.07333038747310638]",12567,"[0.37433087825775146, 8.45170783996582]","[1.9689208269119263, 1.2278977632522583]",-11.360245,-7.1718736,intuitive,False,-45.44098,-14.343747,intuitive,False,-12.081513,-11.08375,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,12,9.22375,26235,"[-1.1168049573898315, -1.0303852558135986, 3.642005681991577, -0.078583262860775]","[-0.2587334215641022, 0.04019930958747864, -0.5393117070198059, 0.7820187211036682]",2065,"[2.321638345718384, 8.78524112701416]","[1.7066172361373901, 1.5137909650802612]",-11.215158,-6.012047,intuitive,False,-44.860634,-12.024094,intuitive,False,-12.707266,-9.268823,intuitive,False,9.025662,20721,"[-0.40706902742385864, -1.0278652906417847, 2.4886858463287354, 0.12320126593112946]","[-0.1785336583852768, -0.5366478562355042, 0.4184175133705139, -0.2289447784423828]",8212,"[0.9346427321434021, 8.31871223449707]","[0.7680133581161499, 0.30995386838912964]",-11.347546,-6.980482,intuitive,False,-45.390182,-13.960964,intuitive,False,-11.926755,-10.585044,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,13,9.2530155,26120,"[-1.1186952590942383, -0.908790647983551, 3.069624185562134, 0.18979208171367645]","[-0.5056889653205872, -0.8598386645317078, 1.1992548704147339, 0.6261133551597595]",1042,"[2.79904842376709, 8.68726634979248]","[-0.08202175050973892, 1.2465064525604248]",-11.276324,-5.7532387,intuitive,False,-45.105297,-11.506477,intuitive,False,-12.681511,-8.763767,intuitive,False,8.9593935,20513,"[-0.4413768947124481, -1.1340816020965576, 2.4306697845458984, 0.04536644369363785]","[-0.46671056747436523, 0.13879498839378357, 0.6879819631576538, 0.36738407611846924]",6766,"[1.1065012216567993, 7.711549282073975]","[1.0456534624099731, 1.203234076499939]",-11.418312,-7.162018,intuitive,False,-45.67325,-14.324036,intuitive,False,-11.945017,-10.397139,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,14,9.241587,26693,"[-1.2350738048553467, -1.1785176992416382, 3.2023932933807373, 0.3765985369682312]","[0.7173015475273132, 0.7620018720626831, -1.4939051866531372, -0.11501994729042053]",1228,"[2.6443116664886475, 8.409361839294434]","[-1.9264686107635498, 1.1836905479431152]",-11.277818,-5.9244175,intuitive,False,-45.11127,-11.848835,intuitive,False,-12.781582,-8.902196,intuitive,False,8.324151,22445,"[-0.5322638154029846, -1.0257070064544678, 2.437941312789917, 0.15230025351047516]","[0.08656208962202072, 0.35637542605400085, -0.5357295870780945, -0.12020429223775864]",6413,"[1.2986201047897339, 7.7806267738342285]","[-1.5391042232513428, -0.15502643585205078]",-11.382015,-7.1820498,intuitive,False,-45.52806,-14.3640995,intuitive,False,-12.350402,-10.519518,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,15,9.195673,24203,"[-0.9500003457069397, -0.8450401425361633, 2.486074209213257, 0.2934383451938629]","[-1.2744382619857788, 0.3051201403141022, -1.183714509010315, 2.6368560791015625]",2768,"[1.9085752964019775, 8.424114227294922]","[-0.47321817278862, 5.858832359313965]",-11.304204,-6.227294,intuitive,False,-45.216816,-12.454588,intuitive,False,-12.39388,-9.535304,intuitive,False,8.341179,21477,"[-0.47562816739082336, -0.8557560443878174, 2.000159978866577, 0.07002316415309906]","[-1.5661072731018066, -0.7208832502365112, -0.24657461047172546, 1.8660070896148682]",9101,"[0.8539361953735352, 7.343129634857178]","[-1.4332702159881592, 5.103634357452393]",-11.396554,-7.5571594,intuitive,False,-45.586216,-15.114319,intuitive,False,-12.209414,-10.879849,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,16,9.18411,25949,"[-1.280482530593872, -0.6940490007400513, 1.939246654510498, 1.125232458114624]","[0.7538145780563354, -1.4621431827545166, 0.733197033405304, 1.0702340602874756]",3627,"[1.6134077310562134, 9.35303020477295]","[2.3993403911590576, 3.549234628677368]",-11.230601,-5.9056163,intuitive,False,-44.922405,-11.811233,intuitive,False,-12.656807,-9.762917,intuitive,False,8.451084,24000,"[-0.79930579662323, -0.9966925978660583, 1.7313133478164673, 0.6909403204917908]","[1.3352088928222656, -0.7429117560386658, 1.4202040433883667, 1.6741846799850464]",12272,"[0.4587033689022064, 8.458306312561035]","[-1.603641152381897, 2.8503358364105225]",-11.307811,-7.126844,intuitive,False,-45.231243,-14.253688,intuitive,False,-12.459083,-11.201074,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,17,9.187152,23775,"[-0.919374406337738, -1.1691392660140991, 2.1325273513793945, 1.4544081687927246]","[0.5356172323226929, 0.19271889328956604, -0.4718048572540283, 1.647398591041565]",1587,"[2.3305788040161133, 10.179282188415527]","[1.2486844062805176, -0.17554931342601776]",-11.236288,-5.425861,intuitive,False,-44.945152,-10.851722,intuitive,False,-12.349672,-9.099718,intuitive,False,8.564522,21048,"[-0.45330116152763367, -1.1466144323349, 2.1774137020111084, 1.2769360542297363]","[-1.929071068763733, -0.31817427277565, 1.010879635810852, 3.0533607006073]",16073,"[0.0725722536444664, 8.941226959228516]","[2.8641974925994873, 1.5764667987823486]",-11.012033,-7.069386,intuitive,False,-44.048134,-14.138772,intuitive,False,-12.06785,-11.541976,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,18,9.152501,22302,"[-0.7227672934532166, -1.0471497774124146, 1.9003592729568481, 1.8350216150283813]","[0.9114417433738708, -0.01417534425854683, 1.4307314157485962, -0.9049177765846252]",1090,"[2.619872570037842, 9.673439979553223]","[-0.3122284710407257, 2.074551820755005]",-11.093275,-5.5019684,intuitive,False,-44.3731,-11.003937,intuitive,False,-12.183514,-8.840873,intuitive,False,8.59392,24649,"[-0.8581856489181519, -1.1498703956604004, 2.342895030975342, 2.004676580429077]","[2.082395553588867, -0.4357743263244629, 1.1804255247116089, -0.2578267753124237]",10117,"[0.7195243239402771, 8.746078491210938]","[-0.9390427470207214, 3.2521512508392334]",-10.859043,-6.837356,intuitive,False,-43.436172,-13.674712,intuitive,False,-12.475531,-10.89782,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,19,9.124643,18069,"[-0.38792094588279724, -0.9771050214767456, 2.170440196990967, 1.529046654701233]","[-1.6949479579925537, -2.5605430603027344, 0.8247048854827881, 0.010998829267919064]",1265,"[2.354609251022339, 10.014376640319824]","[0.05680882930755615, -1.921234130859375]",-10.866391,-5.38877,intuitive,False,-43.465565,-10.77754,intuitive,False,-11.691815,-8.9492855,intuitive,False,8.882865,19360,"[-0.3981080949306488, -1.1969833374023438, 2.543123483657837, 1.8686491250991821]","[-1.96876859664917, 1.163918375968933, -0.08916758000850677, 0.7768339514732361]",10596,"[0.49752217531204224, 9.115260124206543]","[-0.02033672109246254, 2.238111972808838]",-10.658237,-6.6167502,intuitive,False,-42.63295,-13.2335005,intuitive,False,-11.769072,-10.873442,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,20,9.150373,22337,"[-0.8640217781066895, -1.780636191368103, 2.231412887573242, 1.4535073041915894]","[1.8629432916641235, -0.27289676666259766, 0.8353142738342285, 0.37706583738327026]",1487,"[2.246199607849121, 8.780494689941406]","[0.516572892665863, 0.653778076171875]",-11.270838,-6.080444,intuitive,False,-45.08335,-12.160888,intuitive,False,-12.178461,-9.068239,intuitive,False,8.944745,23079,"[-0.739198625087738, -0.8549519181251526, 2.329479217529297, 1.9483314752578735]","[-1.8630365133285522, 0.3633183240890503, 0.6933047771453857, 0.8101904392242432]",11423,"[0.46684834361076355, 9.129952430725098]","[0.019199775531888008, -1.1242979764938354]",-10.783003,-6.6431303,intuitive,False,-43.13201,-13.286261,intuitive,False,-12.1559725,-10.949925,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,21,9.143608,17274,"[-0.286994993686676, -1.8034199476242065, 2.2989842891693115, 1.4640268087387085]","[-0.8603382706642151, 1.816852331161499, 0.552449107170105, -1.7810465097427368]",1390,"[2.2881760597229004, 8.264294624328613]","[0.3070948123931885, 3.74639630317688]",-11.118992,-6.679567,intuitive,False,-44.475967,-13.359134,intuitive,False,-11.588902,-9.013732,intuitive,False,8.917447,26083,"[-1.0566349029541016, -0.737478494644165, 2.3725290298461914, 2.0160579681396484]","[-0.6272558569908142, 3.0551273822784424, -1.164675235748291, -2.182581663131714]",12262,"[0.44267648458480835, 8.422438621520996]","[-0.26129665970802307, -0.12312700599431992]",-10.861613,-7.0358014,intuitive,False,-43.446453,-14.071603,intuitive,False,-12.535802,-11.03649,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,22,9.234593,21024,"[-0.5125923156738281, -1.1791350841522217, 2.359654426574707, 0.9514948725700378]","[1.830261468887329, -1.6152704954147339, 2.1069722175598145, -1.1308406591415405]",1929,"[2.232224464416504, 9.168842315673828]","[1.871042251586914, -1.822962999343872]",-11.204918,-6.12135,intuitive,False,-44.81967,-12.2427,intuitive,False,-11.982447,-9.23763,intuitive,False,8.815321,26942,"[-1.114560604095459, -0.019787132740020752, 2.066694736480713, 1.4184895753860474]","[0.7358934283256531, 1.4358853101730347, 2.1039164066314697, -2.4530932903289795]",13646,"[0.37977755069732666, 8.046706199645996]","[2.4966540336608887, 3.8573412895202637]",-10.909624,-7.293418,intuitive,False,-43.638496,-14.586836,intuitive,False,-12.707357,-11.213019,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,23,9.226525,16104,"[0.039226923137903214, -1.6210839748382568, 2.8330702781677246, 0.6511482000350952]","[-0.98270183801651, 1.3329912424087524, 0.47555288672447205, 1.8843214511871338]",1092,"[2.6474359035491943, 8.54528522491455]","[-1.4006268978118896, 5.0783514976501465]",-11.129876,-6.1684465,intuitive,False,-44.519505,-12.336893,intuitive,False,-11.439885,-8.831677,intuitive,False,8.611749,25644,"[-0.8894745111465454, 0.32292112708091736, 2.5763258934020996, 0.8108834028244019]","[1.071330189704895, -0.6373838782310486, 0.3944641053676605, 1.4834294319152832]",9200,"[0.8720393776893616, 8.887486457824707]","[0.43814513087272644, 4.037403106689453]",-10.833551,-6.6742167,intuitive,False,-43.334206,-13.3484335,intuitive,False,-12.560453,-10.798939,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,24,9.241811,18134,"[-0.24627430737018585, -1.1352375745773315, 2.8664650917053223, 1.127454161643982]","[-1.2943273782730103, 1.881064772605896, 0.2780427932739258, 1.9677428007125854]",2265,"[2.0468153953552246, 9.70482349395752]","[0.5450209975242615, 2.323638439178467]",-10.887605,-5.8117166,intuitive,False,-43.55042,-11.623433,intuitive,False,-11.646154,-9.353065,intuitive,False,8.719009,23453,"[-0.6454474925994873, 0.14337454736232758, 2.6164803504943848, 1.1542222499847412]","[-0.3465457856655121, 3.5487895011901855, 1.0581704378128052, 2.2326061725616455]",8515,"[0.9290629625320435, 9.694427490234375]","[0.8647639155387878, 2.812709331512451]",-10.605782,-6.236647,intuitive,False,-42.423126,-12.473294,intuitive,False,-12.257766,-10.683255,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,25,9.237771,21347,"[-0.573252260684967, -0.3920294940471649, 2.839444875717163, 1.6025028228759766]","[1.3822810649871826, -0.12504728138446808, 1.360192060470581, 1.041015863418579]",2223,"[2.1095690727233887, 10.117267608642578]","[2.0421371459960938, 0.8636335730552673]",-10.682427,-5.591226,intuitive,False,-42.72971,-11.182452,intuitive,False,-12.011728,-9.328907,intuitive,False,8.500547,23144,"[-0.6986062526702881, 1.111863136291504, 2.8217437267303467, 1.683552861213684]","[1.8974864482879639, -1.5390135049819946, -0.20699883997440338, 2.1194708347320557]",6929,"[1.0817275047302246, 10.183822631835938]","[1.107803225517273, 0.8581240177154541]",-10.234944,-5.9467187,intuitive,False,-40.939777,-11.893437,intuitive,False,-12.298402,-10.518067,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,26,9.237779,16492,"[-0.19989536702632904, -0.40893203020095825, 3.0980374813079834, 1.8203390836715698]","[-0.3597075343132019, 0.5120319724082947, 0.6216338872909546, 1.1354057788848877]",989,"[2.5366244316101074, 10.084002494812012]","[-0.1599300652742386, 4.696584224700928]",-10.411096,-5.263953,intuitive,False,-41.644382,-10.527906,intuitive,False,-11.483768,-8.74725,intuitive,False,8.647053,19410,"[-0.3232007920742035, 0.6812798976898193, 2.695270538330078, 2.1535027027130127]","[-0.9634057283401489, 3.1620309352874756, 0.9184249639511108, 1.0375052690505981]",5448,"[1.2500677108764648, 10.111706733703613]","[3.816694974899292, 5.767111301422119]",-10.120316,-5.842067,intuitive,False,-40.481262,-11.684134,intuitive,False,-11.843579,-10.27031,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,27,9.207375,17417,"[-0.27900972962379456, -0.2392793595790863, 3.087057590484619, 2.030254364013672]","[0.5661397576332092, -1.7287263870239258, 2.116511583328247, -1.3815267086029053]",1250,"[2.3875925540924072, 10.900864601135254]","[0.844852089881897, 1.9485689401626587]",-10.329833,-5.0552588,intuitive,False,-41.319332,-10.1105175,intuitive,False,-11.584719,-8.918116,intuitive,False,8.541847,20583,"[-0.5001519918441772, 1.425196886062622, 2.827725648880005, 2.3288826942443848]","[0.615332841873169, -1.9959449768066406, 2.9719061851501465, -0.8568098545074463]",2246,"[1.952728033065796, 11.183757781982422]","[1.767771601676941, 1.889203667640686]",-9.865679,-5.1545014,intuitive,False,-39.462715,-10.309003,intuitive,False,-12.015331,-9.56245,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,28,9.224536,15753,"[-0.13656280934810638, -0.6640609502792358, 3.5472474098205566, 1.671169638633728]","[1.097577691078186, 1.617619514465332, 0.3602873682975769, 0.4032993018627167]",1014,"[2.4860777854919434, 11.104992866516113]","[2.4362566471099854, 2.671755075454712]",-10.429184,-4.952178,intuitive,False,-41.716736,-9.904356,intuitive,False,-11.403181,-8.78054,intuitive,False,8.441897,18982,"[-0.3663182556629181, 0.9170554280281067, 3.5455875396728516, 2.0842337608337402]","[0.015089272521436214, 3.9524810314178467, 1.563645362854004, 1.2196879386901855]",1543,"[2.2022619247436523, 11.336777687072754]","[1.3497974872589111, 3.696617603302002]",-9.9375305,-5.0329623,intuitive,False,-39.750122,-10.065925,intuitive,False,-11.877782,-9.309201,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,29,9.214498,12696,"[0.11348719149827957, -0.2840384840965271, 3.464322090148926, 1.7092955112457275]","[-0.5732125043869019, -0.7286205887794495, 1.0819370746612549, 3.9414379596710205]",461,"[2.9212520122528076, 11.627887725830078]","[1.869686484336853, 3.034489631652832]",-10.282782,-4.523065,intuitive,False,-41.131126,-9.04613,intuitive,False,-11.079156,-8.271392,intuitive,False,7.556541,17577,"[-0.3401719927787781, 1.837942123413086, 3.7978293895721436, 2.2822484970092773]","[0.03424917161464691, -0.5505585670471191, 1.5321334600448608, 3.7906453609466553]",1099,"[2.3443150520324707, 11.96724796295166]","[-1.787047028541565, 1.7979965209960938]",-9.565102,-4.853024,intuitive,False,-38.260406,-9.706048,intuitive,False,-11.917356,-9.232868,intuitive,False,The capital
capitals-recall,17,state,Florida,Tallahassee,Jacksonville,,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,The capital of Florida is,30,9.22371,15151,"[-0.02219589240849018, -0.4496195912361145, 3.5504729747772217, 2.6968793869018555]","[-0.4344360828399658, -0.9304906725883484, -0.023109277710318565, 1.427355170249939]",343,"[3.256192922592163, 12.1781005859375]","[-0.9858373403549194, 0.8430200815200806]",-10.102163,-4.2752805,intuitive,False,-40.408653,-8.550561,intuitive,False,-11.344241,-8.065852,intuitive,False,7.7569523,18372,"[-0.3119712471961975, 1.6117950677871704, 4.015239715576172, 3.2106635570526123]","[-0.6187343001365662, -1.0165654420852661, -0.16138829290866852, 1.5799144506454468]",2583,"[1.839092493057251, 12.179173469543457]","[-0.6889213919639587, 1.7213647365570068]",-9.331802,-5.1195006,intuitive,False,-37.32721,-10.239001,intuitive,False,-11.984327,-9.833263,intuitive,False,The capital
