task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",25,0.01131878,1,"[23.72402572631836, 12.58594799041748, 19.461181640625, 15.565192222595215]","[-2.9949350357055664, 1.121358036994934, 13.5119047164917, 5.850493431091309]",27,"[8.416900634765625, 21.17759895324707]","[1.4396151304244995, 5.248257160186768]",-0.26267508,-7.6544223,correct,True,-1.0507003,-15.308845,correct,True,-0.0013536585,-15.308478,correct,True,1.3075178,16819,"[-0.516991376876831, 6.441381454467773, 15.459331512451172, 14.91150951385498]","[0.5305964350700378, -0.9988531470298767, 12.638956069946289, 3.4289848804473877]",1257,"[2.7214913368225098, 10.123412132263184]","[0.4928269684314728, 6.853357315063477]",-5.8518414,-9.157204,correct,True,-23.407366,-18.314407,intuitive,False,-16.029984,-12.791505,intuitive,False,The capital
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",26,0.028414516,1,"[20.958267211914062, 12.600874900817871, 21.6761417388916, 16.524921417236328]","[1.1561421155929565, 8.65463924407959, 1.9792948961257935, 5.113035678863525]",21,"[8.120445251464844, 21.74327278137207]","[-0.8677289485931396, 4.292365550994873]",-0.13897426,-6.4207344,correct,True,-0.55589706,-12.841469,correct,True,-0.0034069135,-12.8412285,correct,True,1.1154937,14236,"[-0.39605286717414856, 6.038321495056152, 17.69359588623047, 15.2367525100708]","[2.2934112548828125, 2.647773027420044, 2.872244358062744, 3.3521616458892822]",1065,"[2.6801607608795166, 11.251426696777344]","[0.5760840773582458, 3.9994359016418457]",-5.719358,-9.13796,correct,True,-22.877432,-18.27592,intuitive,False,-16.231886,-13.155669,intuitive,False,The capital
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",27,0.04085909,1,"[20.14276885986328, 13.745409965515137, 20.818593978881836, 17.201698303222656]","[8.129693984985352, 2.378124713897705, 13.161957740783691, 6.135544776916504]",28,"[7.511216640472412, 21.648000717163086]","[10.509176254272461, -1.0894193649291992]",-0.046355408,-6.3182945,correct,True,-0.18542163,-12.636589,correct,True,-0.0048565757,-12.636408,correct,True,2.470722,9856,"[0.04466516524553299, 6.3384881019592285, 17.390193939208984, 15.512284278869629]","[-1.047972321510315, 3.1877150535583496, 11.285664558410645, 7.045242786407471]",905,"[2.694307804107666, 11.48696231842041]","[3.3716983795166016, 1.915735125541687]",-5.1505384,-8.220607,correct,True,-20.602154,-16.441214,intuitive,False,-14.274435,-11.624787,intuitive,False,The capital
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",28,0.015730321,1,"[20.489124298095703, 13.679818153381348, 23.010051727294922, 18.048297882080078]","[-7.196684837341309, 10.826862335205078, 4.9283318519592285, 4.794775485992432]",7,"[9.53466796875, 20.228084564208984]","[5.977945327758789, 6.358819961547852]",-0.033478048,-5.4783487,correct,True,-0.13391219,-10.956697,correct,True,-0.0016531385,-10.956109,correct,True,2.363554,9900,"[-0.1616395115852356, 6.784173011779785, 19.178876876831055, 16.847627639770508]","[-2.64927339553833, 6.535816669464111, 4.896153450012207, 3.63413405418396]",478,"[3.1654906272888184, 11.226611137390137]","[0.6670994162559509, 1.547326922416687]",-5.0019207,-7.954549,correct,True,-20.007683,-15.909098,intuitive,False,-14.358881,-11.031751,intuitive,False,The capital
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",29,0.12948306,1,"[17.205141067504883, 15.366119384765625, 22.256757736206055, 18.349153518676758]","[3.0955636501312256, 14.623537063598633, 5.933442115783691, 5.912184238433838]",4,"[10.248152732849121, 20.785293579101562]","[12.536296844482422, -2.732454776763916]",-0.009962943,-3.4854074,correct,True,-0.039851774,-6.9708147,correct,True,-0.013440949,-6.9704294,correct,True,2.3723562,10582,"[-0.683085560798645, 8.028133392333984, 18.924985885620117, 17.024742126464844]","[-1.5360727310180664, 15.973698616027832, 8.012974739074707, 6.570528030395508]",445,"[3.138737916946411, 11.110116958618164]","[5.858476161956787, -0.6943743228912354]",-4.7243648,-8.119001,correct,True,-18.897459,-16.238003,intuitive,False,-14.685436,-10.86361,intuitive,False,The capital
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",30,1.0177455,1,"[16.779924392700195, 19.039350509643555, 22.884469985961914, 19.443761825561523]","[6.477398872375488, 13.690290451049805, 13.000883102416992, 10.679145812988281]",2,"[13.42712116241455, 18.864479064941406]","[6.645326137542725, 15.624380111694336]",-0.04873581,-1.7742699,correct,True,-0.19494323,-3.5485399,correct,True,-0.19005433,-3.5428576,correct,True,2.2269645,8207,"[-1.0740724802017212, 11.505826950073242, 20.191207885742188, 18.499113082885742]","[-0.9633028507232666, 6.79224157333374, 11.044378280639648, 11.931608200073242]",148,"[4.592203140258789, 10.289410591125488]","[-0.28749528527259827, 9.352582931518555]",-3.9497826,-7.1480103,correct,True,-15.79913,-14.2960205,intuitive,False,-14.804689,-9.138417,intuitive,False,The capital
capitals-recognition,21,state,Louisiana,Baton Rouge,New Orleans,,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,intuitive_first,False,"The capital of Louisiana is either New Orleans or Baton Rouge. In fact,","The capital of Louisiana is either New Orleans or Baton Rouge. In fact, the capital of Louisiana is",31,3.2509665,1,"[16.440893173217773, 22.746702194213867, 25.01833724975586, 21.306856155395508]",,7,"[14.264959335327148, 23.839128494262695]",,-0.26746672,-1.6231598,correct,True,-1.0698669,-3.2463195,correct,True,-1.0647999,-3.2407336,correct,True,3.0454936,4782,"[-1.6468440294265747, 13.938990592956543, 22.993549346923828, 21.3360538482666]",,147,"[3.3715193271636963, 13.440052032470703]",,-3.4900203,-6.1605287,correct,True,-13.960081,-12.321057,intuitive,False,-13.339706,-8.321342,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",0,8.530257,3738,"[0.9229745864868164, 3.315232515335083]","[-1.5035898685455322, 4.607706069946289]",12869,"[-0.44930070638656616, 4.054528713226318]","[2.101572036743164, 5.531229496002197]",-9.090191,-9.162816,correct,True,-18.180382,-18.325632,correct,True,-9.91818,-11.290456,correct,True,8.784887,11572,"[0.2717941105365753, 2.813544511795044]","[-1.8093944787979126, 6.622091293334961]",4624,"[1.429991364479065, 3.015493154525757]","[0.6624963879585266, 6.395053386688232]",-10.038862,-9.03691,intuitive,False,-20.077724,-18.07382,intuitive,False,-11.269441,-10.111244,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",1,8.691651,11655,"[-0.11238740384578705, 4.670596599578857]","[1.2620166540145874, 1.7986299991607666]",5469,"[0.858634889125824, 5.813727855682373]","[2.9676828384399414, 4.549620628356934]",-8.882849,-7.9250293,intuitive,False,-17.765697,-15.850059,intuitive,False,-11.215996,-10.244973,intuitive,False,7.561444,25144,"[-1.1718647480010986, 5.792706489562988]","[-1.5151569843292236, 4.370364189147949]",8336,"[1.3641444444656372, 6.160210132598877]","[-1.8417593240737915, 5.033499717712402]",-9.650875,-8.240824,intuitive,False,-19.30175,-16.481647,intuitive,False,-13.733833,-11.1978245,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",2,8.905894,8061,"[0.5268930792808533, 4.5693559646606445]","[-1.1624937057495117, 2.3298041820526123]",1681,"[2.039562463760376, 6.692376613616943]","[-0.1202182024717331, 1.8758546113967896]",-8.770204,-7.018014,intuitive,False,-17.540407,-14.036028,intuitive,False,-10.641932,-9.129263,intuitive,False,8.166924,27796,"[-1.5843842029571533, 6.6626434326171875]","[-0.40391042828559875, 1.6804676055908203]",16852,"[0.2763773500919342, 7.250726222991943]","[-0.2345300167798996, 2.760598659515381]",-9.46388,-8.30549,intuitive,False,-18.92776,-16.61098,intuitive,False,-14.135204,-12.274443,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",3,8.616145,12697,"[-0.1027742400765419, 4.544036388397217]","[0.571101188659668, 3.5633816719055176]",3381,"[1.504219889640808, 5.523800849914551]","[0.11445025354623795, -0.49516916275024414]",-9.141188,-7.8772373,intuitive,False,-18.282375,-15.754475,intuitive,False,-11.40446,-9.797466,intuitive,False,7.861868,26614,"[-1.3410331010818481, 6.022959232330322]","[0.38630756735801697, 3.509226083755493]",17650,"[0.08547258377075195, 6.647736549377441]","[-1.0671656131744385, -2.4168522357940674]",-9.88571,-8.820862,intuitive,False,-19.77142,-17.641724,intuitive,False,-13.846104,-12.419598,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",4,8.523184,8006,"[0.3189457058906555, 5.270956039428711]","[-1.101466417312622, 1.2857177257537842]",4490,"[1.0598024129867554, 4.402963161468506]","[0.7931162118911743, 3.5830280780792236]",-8.563388,-8.679372,correct,True,-17.126776,-17.358744,correct,True,-10.8983,-10.157444,intuitive,False,8.061558,23485,"[-0.886064887046814, 6.505915641784668]","[0.061336565762758255, 1.974341869354248]",20625,"[-0.42619699239730835, 3.4980902671813965]","[1.7616081237792969, 1.8840266466140747]",-9.31649,-10.682482,correct,True,-18.63298,-21.364964,correct,True,-13.31057,-12.850702,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",5,8.761314,13314,"[-0.368727445602417, 5.019675254821777]","[3.637006998062134, 3.228396415710449]",4198,"[1.253360629081726, 5.379055976867676]","[1.930930733680725, -0.6828843355178833]",-9.167761,-8.048962,intuitive,False,-18.335522,-16.097923,intuitive,False,-11.619356,-9.997269,intuitive,False,8.143179,22409,"[-0.6784968376159668, 6.343259811401367]","[0.0014770184643566608, 3.833106279373169]",14575,"[0.471874862909317, 3.8755111694335938]","[4.819848537445068, 5.060966491699219]",-9.42404,-10.047425,correct,True,-18.84808,-20.09485,correct,True,-13.163782,-12.01341,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",6,8.781085,4240,"[1.4667534828186035, 5.960249423980713]","[2.940540075302124, 0.5992382168769836]",2484,"[2.030675172805786, 4.023189067840576]","[-0.34520795941352844, -4.835412979125977]",-7.9189367,-8.759439,correct,True,-15.837873,-17.518879,correct,True,-10.016056,-9.452134,intuitive,False,8.304264,21615,"[-0.5794307589530945, 7.268957614898682]","[-0.5432314872741699, 1.6872811317443848]",3382,"[2.4177496433258057, 5.793561935424805]","[-0.3685564398765564, 0.09692870825529099]",-8.918531,-8.126591,intuitive,False,-17.837063,-16.253181,intuitive,False,-12.928935,-9.931755,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",7,8.591941,1011,"[2.7555220127105713, 5.1742024421691895]","[-0.7836627960205078, 1.0021967887878418]",3450,"[1.6113097667694092, 0.6160917282104492]","[0.1674921214580536, -0.5443665981292725]",-7.4776278,-10.446352,correct,True,-14.9552555,-20.892704,correct,True,-8.677147,-9.82136,correct,True,8.421436,22817,"[-0.7158410549163818, 7.439749240875244]","[-0.8415433168411255, 2.6008832454681396]",5577,"[1.9133658409118652, 5.37103271484375]","[-1.600358247756958, 1.2261189222335815]",-8.894337,-8.537416,intuitive,False,-17.788673,-17.074833,intuitive,False,-13.065254,-10.436047,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",8,8.160032,2814,"[2.073594331741333, 5.413913249969482]","[-0.5906068086624146, 4.836650848388672]",4592,"[1.5415897369384766, 0.27115529775619507]","[0.42889168858528137, 1.467066764831543]",-7.8483157,-10.828102,correct,True,-15.696631,-21.656204,correct,True,-9.737916,-10.26992,correct,True,8.468683,24784,"[-0.9537165760993958, 7.9499616622924805]","[-0.5263622403144836, 1.8491716384887695]",10846,"[1.0790163278579712, 5.510617733001709]","[1.2363568544387817, 0.49151182174682617]",-8.813599,-8.8241415,correct,True,-17.627197,-17.648283,correct,True,-13.3658905,-11.333158,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",9,7.8414297,6692,"[1.4404268264770508, 7.2508063316345215]","[1.578930377960205, 0.782014012336731]",6163,"[1.55319344997406, 1.004997730255127]","[1.0844202041625977, 2.9479191303253174]",-7.4190226,-10.589381,correct,True,-14.838045,-21.178762,correct,True,-10.85162,-10.738853,intuitive,False,8.6133175,25082,"[-1.0402752161026, 8.083480834960938]","[2.2229833602905273, -0.597228467464447]",8484,"[1.3888121843338013, 5.087668418884277]","[4.265873908996582, 4.3175225257873535]",-8.578213,-8.7949295,correct,True,-17.156425,-17.589859,correct,True,-13.337951,-10.908863,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",10,6.757826,3355,"[2.087477922439575, 6.073885917663574]","[0.04394781216979027, 2.023749828338623]",3895,"[1.916603684425354, 2.6335864067077637]","[0.8501258492469788, 0.09184989333152771]",-7.79407,-9.675715,correct,True,-15.58814,-19.35143,correct,True,-10.205909,-10.376782,correct,True,8.663124,18904,"[-0.24888649582862854, 7.164341926574707]","[-0.6324443817138672, 6.078782081604004]",2483,"[2.611889600753784, 6.297423839569092]","[0.3345166742801666, -0.3205775022506714]",-8.518366,-7.543405,intuitive,False,-17.036732,-15.08681,intuitive,False,-12.35067,-9.489894,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",11,6.3990927,4073,"[1.961286187171936, 6.663581848144531]","[0.8857192397117615, 0.6115851402282715]",3251,"[2.2091033458709717, 2.8274428844451904]","[-0.29444655776023865, 2.218496084213257]",-7.634378,-9.461435,correct,True,-15.268756,-18.92287,correct,True,-10.50992,-10.262103,intuitive,False,8.673617,18795,"[-0.42914193868637085, 9.034651756286621]","[1.1917997598648071, -1.1366684436798096]",2340,"[2.4579999446868896, 5.868034362792969]","[0.41745397448539734, 3.014986276626587]",-7.53634,-7.5780478,correct,True,-15.07268,-15.1560955,correct,True,-12.322752,-9.43561,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",12,3.5579739,3325,"[2.2291347980499268, 6.477516174316406]","[-2.6626334190368652, 3.425877094268799]",4401,"[1.9064034223556519, 3.565401554107666]","[0.783354640007019, 1.743754506111145]",-7.965064,-9.615313,correct,True,-15.930128,-19.230625,correct,True,-10.999201,-11.321932,correct,True,8.690168,15944,"[-0.05348002165555954, 8.128485679626465]","[1.3755269050598145, 4.058694362640381]",2256,"[2.4499826431274414, 6.638909339904785]","[1.0779789686203003, 1.3057928085327148]",-7.658514,-7.195299,intuitive,False,-15.317028,-14.390598,intuitive,False,-11.908205,-9.404741,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",13,6.624463,12142,"[0.6597954034805298, 7.350771427154541]","[-0.4839383065700531, 4.319024085998535]",4507,"[2.0581493377685547, 4.031610012054443]","[3.0080957412719727, -0.5913737416267395]",-8.083353,-9.146103,correct,True,-16.166706,-18.292206,correct,True,-12.005466,-10.607113,intuitive,False,8.474599,12900,"[0.5371100306510925, 8.95358943939209]","[0.2148742377758026, 5.29886531829834]",2467,"[2.600708246231079, 6.7305192947387695]","[-2.306467294692993, -0.4114404618740082]",-7.141031,-7.2624884,correct,True,-14.282062,-14.524977,correct,True,-11.615019,-9.55142,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",14,6.1279554,13024,"[0.3349434733390808, 8.834461212158203]","[-0.26423975825309753, 2.445962905883789]",860,"[3.4776771068573, 3.703913450241089]","[-0.6939376592636108, 3.201632499694824]",-7.5366964,-8.530735,correct,True,-15.073393,-17.06147,correct,True,-12.251741,-9.109009,intuitive,False,7.7647543,12040,"[0.5747910141944885, 9.945334434509277]","[1.3773056268692017, 0.918412983417511]",5350,"[1.696754813194275, 6.0437092781066895]","[-2.5594842433929443, 0.5671275854110718]",-6.770741,-8.074242,correct,True,-13.541482,-16.148483,correct,True,-11.673689,-10.551725,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",15,4.6581993,13132,"[0.16759511828422546, 9.06783676147461]","[-0.7525043487548828, 1.449445128440857]",1525,"[2.757228136062622, 4.693960189819336]","[3.2370622158050537, 7.057042121887207]",-7.654496,-8.488104,correct,True,-15.308992,-16.976208,correct,True,-12.805059,-10.215426,intuitive,False,6.6533637,7600,"[1.1068792343139648, 9.663459777832031]","[-2.0682835578918457, 1.2703425884246826]",13900,"[0.15194378793239594, 5.817305088043213]","[0.32329851388931274, 3.603299379348755]",-6.6341953,-8.991137,correct,True,-13.268391,-17.982273,correct,True,-11.247087,-12.202022,correct,True,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",16,4.2042003,17715,"[-0.2284979522228241, 8.398959159851074]","[2.607868194580078, 8.798053741455078]",755,"[3.8117692470550537, 7.347287654876709]","[2.227922201156616, 7.474820137023926]",-8.485453,-7.228344,intuitive,False,-16.970905,-14.456688,intuitive,False,-13.716581,-9.676315,intuitive,False,4.252558,12208,"[0.17912451922893524, 8.16400146484375]","[0.43175992369651794, 6.782626628875732]",11685,"[0.255836546421051, 6.337979316711426]","[-0.22564437985420227, 3.987840414047241]",-8.246181,-9.556938,correct,True,-16.492361,-19.113876,correct,True,-12.823843,-12.747131,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",17,3.6606925,10275,"[0.8884860873222351, 11.199922561645508]","[-0.10099629312753677, 1.8634216785430908]",376,"[4.447480201721191, 9.721908569335938]","[2.580085277557373, 6.435707092285156]",-6.865325,-5.864133,intuitive,False,-13.73065,-11.728266,intuitive,False,-12.784702,-9.225708,intuitive,False,3.1970193,10088,"[0.3168855905532837, 9.893277168273926]","[-0.17753666639328003, 1.6476014852523804]",11221,"[0.14090874791145325, 7.2549591064453125]","[1.5997883081436157, 8.12954044342041]",-7.6517944,-9.787905,correct,True,-15.303589,-19.57581,correct,True,-13.040294,-13.21627,correct,True,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",18,1.4465649,11808,"[0.7229350805282593, 10.793353080749512]","[1.9623950719833374, 0.6595271825790405]",270,"[4.88167142868042, 10.816267967224121]","[-0.4611815810203552, 4.25061559677124]",-7.9563894,-6.20284,intuitive,False,-15.912779,-12.40568,intuitive,False,-14.569556,-10.41082,intuitive,False,3.761141,11147,"[0.2196684032678604, 9.079896926879883]","[0.301837295293808, -0.5402902960777283]",8579,"[0.6431876420974731, 9.345000267028809]","[6.423649787902832, 5.991694927215576]",-8.122657,-9.129662,correct,True,-16.245314,-18.259323,correct,True,-13.083179,-12.65966,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",19,1.359492,7218,"[1.3350166082382202, 10.33236026763916]","[2.748776435852051, 4.723978042602539]",435,"[4.292867183685303, 10.910208702087402]","[7.211264133453369, 5.719137668609619]",-8.847053,-7.5736656,intuitive,False,-17.694105,-15.147331,intuitive,False,-15.951316,-12.993464,intuitive,False,4.280783,12030,"[0.2855222821235657, 8.501319885253906]","[1.3621631860733032, 2.9049203395843506]",2018,"[2.4983150959014893, 10.295015335083008]","[-2.4060022830963135, 4.175748825073242]",-8.417968,-7.7651815,intuitive,False,-16.835936,-15.530363,intuitive,False,-13.032419,-10.819627,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",20,2.1246316,3438,"[2.117182970046997, 10.465455055236816]","[1.4364051818847656, 1.7990050315856934]",72,"[6.2165350914001465, 11.188232421875]","[15.549123764038086, 7.942702293395996]",-7.803498,-5.9435062,intuitive,False,-15.606996,-11.8870125,intuitive,False,-14.037308,-9.937956,intuitive,False,2.5835419,9480,"[0.6735426783561707, 8.375911712646484]","[-1.3430663347244263, 0.759620189666748]",5422,"[1.420024037361145, 10.265360832214355]","[-0.756977915763855, -0.3014565706253052]",-8.928949,-9.163652,correct,True,-17.857899,-18.327305,correct,True,-14.076588,-13.330107,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",21,2.6714187,2996,"[2.315312623977661, 10.012760162353516]","[5.964226722717285, 3.452850580215454]",11,"[11.26547622680664, 12.636096954345703]","[12.335718154907227, 7.334234714508057]",-7.8504195,-2.7932057,intuitive,False,-15.700839,-5.5864115,intuitive,False,-13.398082,-4.447918,intuitive,False,2.8743837,12184,"[0.20462772250175476, 7.894596576690674]","[-1.5290676355361938, 4.925843715667725]",6959,"[1.036448359489441, 9.209482192993164]","[3.0721166133880615, 5.950632572174072]",-9.387558,-9.859919,correct,True,-18.775116,-19.719837,correct,True,-14.2797165,-13.447896,intuitive,False,The capital
capitals-recognition,22,state,Maine,Augusta,Portland,,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,correct_first,True,"The capital of Maine is either Augusta or Portland. In fact,","The capital of Maine is either Augusta or Portland. In fact, the capital of Maine is",22,2.7989578,574,"[4.048722267150879, 9.760409355163574]","[5.396687984466553, 3.1965813636779785]",1,"[14.057040214538574, 13.709717750549316]","[4.146687030792236, 3.6333110332489014]",-7.4664187,-0.7919098,intuitive,False,-14.9328375,-1.5838196,intuitive,False,-10.885424,-0.87710595,intuitive,False,1.7763176,14804,"[-0.18510541319847107, 8.344718933105469]","[-1.357999324798584, 5.93882417678833]",4013,"[1.7069480419158936, 10.116536140441895]","[-0.30360230803489685, 2.895350933074951]",-10.085036,-9.0297985,intuitive,False,-20.170073,-18.059597,intuitive,False,-15.551272,-13.659219,intuitive,False,The capital
